	1.73
	1.28
	1.09
	0.90
	0.76
	0.81
	7.14
	0.97
	1.59
	1.19
	1.24
	2.24
	1.31
	0.55
	2.25
	1.03
	3.01
	0.53
	1.71
	2.27
	0.81
	0.55
	1.52
	1.87
	1.01
	2.53
	5.04
	3.03
	5.02
	0.72
	1.10
	1.11
	1.04
	1.33
	0.72
	1.39
	2.36
	0.92
	1.29
	3.81
	0.80
	3.47
	1.84
	0.75
	4.82
	0.83
	2.85
	1.68
	1.02
	0.70
	3.28
	1.46
	2.61
	1.52
	7.44
	0.76
	0.91
	1.97
	1.08
	1.57
	1.85
	1.72
	1.14
	0.91
	0.71
	1.82
	1.37
	3.70
	7.72
	1.72
	5.05
	7.63
	0.93
	2.08
	1.04
	2.99
	1.36
	3.45
	5.72
	1.11
	1.08
	2.24
	0.66
	1.30
	1.12
	0.71
	4.37
	0.86
	1.73
	1.19
	4.36
	2.85
	2.37
	0.90
	0.99
	1.42
	2.17
	3.99
	8.78
	5.56
	1.39
	1.18
	1.41
	4.31
	2.43
	0.97
	4.11
	1.72
	0.97
	2.67
	0.76
	3.22
	6.96
	0.69
	12.36
	7.98
	1.26
	1.39
	30.24
	0.80
	0.98
	2.44
	5.47
	0.64
	0.83
	1.25
	1.36
	7.00
